TP_SEXO,TP_COR_RACA,TP_DEPENDENCIA_ADM_ESC,NU_NOTA_CH,NU_NOTA_CN,NU_NOTA_MT,NU_NOTA_LC,NU_NOTA_REDACAO,ESCOLARIDADE_PAI,ESCOLARIDADE_MAE,N_PESSOAS_CASA,RENDA_MENSAL_CASA,N_CARRO_CASA,N_MOTO_CASA,N_CELULAR_CASA,N_COMP_CASA,INTERNET_CASA,EST_IDADE
Masculino,Parda,Estadual,619.3,632.7,738.1,559.0,680.0,ES incompleto,PG completo,4,Até R$11880,Um,Nenhum,Quatro ou mais,Um,True,17.0
Masculino,Branca,Estadual,507.9,463.3,403.4,504.9,480.0,ES incompleto,ES incompleto,5,Nenhuma renda,Nenhum,Nenhum,Quatro ou mais,Nenhum,True,18.0
Feminino,Branca,Privada,692.3,610.5,740.7,620.6,920.0,PG incompleto,PG incompleto,4,Até R$26400,Um,Um,Quatro ou mais,Um,True,17.0
Feminino,Branca,Privada,599.7,499.6,477.8,546.9,800.0,PG incompleto,ES incompleto,4,Até R$2640,Um,Nenhum,Quatro ou mais,Um,True,19.0
Masculino,Branca,Privada,546.2,596.7,621.3,524.7,0.0,ES incompleto,PG incompleto,3,Até R$15840,Dois,Nenhum,Três,Três,True,17.0
Feminino,Branca,Privada,591.2,556.8,700.2,599.5,780.0,PG incompleto,PG incompleto,4,Até R$9240,Um,Nenhum,Quatro ou mais,Um,True,18.0
Feminino,Branca,Estadual,641.0,505.0,728.9,616.7,660.0,ES incompleto,EM incompleto,6,Até R$2640,Nenhum,Nenhum,Quatro ou mais,Um,True,17.0
Feminino,Preta,Privada,567.9,556.7,605.5,456.1,620.0,PG completo,PG incompleto,5,Até R$5280,Um,Nenhum,Quatro ou mais,Nenhum,True,17.0
Feminino,Parda,Estadual,650.1,519.7,599.0,563.9,720.0,EF-1 incompleto,EF-1 incompleto,4,Até R$2640,Um,Nenhum,Quatro ou mais,Um,True,18.0
Masculino,Branca,Privada,467.2,476.7,637.7,488.6,680.0,ES incompleto,ES incompleto,4,Até R$6600,Um,Nenhum,Quatro ou mais,Dois,True,17.0
Masculino,Parda,Estadual,350.2,0.0,0.0,320.3,500.0,EM incompleto,EM incompleto,4,Até R$2640,Um,Nenhum,Três,Um,True,18.0
Masculino,Parda,Privada,562.7,544.9,672.9,558.5,500.0,ES incompleto,ES incompleto,4,Até R$1980,Um,Nenhum,Quatro ou mais,Um,True,18.0
Masculino,Branca,Privada,426.0,386.2,446.8,436.8,500.0,PG incompleto,PG completo,3,Até R$7920,Um,Nenhum,Três,Três,True,17.0
Feminino,Preta,Privada,608.5,539.6,672.4,574.2,660.0,ES incompleto,ES incompleto,3,Até R$3300,Nenhum,Nenhum,Dois,Um,True,17.0
Feminino,Branca,Privada,538.5,523.9,613.4,431.6,680.0,ES incompleto,PG completo,4,Mais de R$26.400,Um,Um,Quatro ou mais,Um,True,17.0
Masculino,Parda,Privada,514.6,526.8,729.8,558.8,680.0,ES incompleto,EM incompleto,3,Até R$1980,Nenhum,Nenhum,Dois,Dois,True,18.0
Feminino,Branca,Privada,660.1,586.8,615.6,655.7,720.0,ES incompleto,PG incompleto,4,Até R$11880,Um,Nenhum,Quatro ou mais,Três,True,17.0
Masculino,Parda,Privada,519.4,533.8,606.7,592.3,640.0,ES incompleto,PG completo,2,Até R$11880,Nenhum,Nenhum,Três,Três,True,18.0
Feminino,Branca,Privada,599.7,503.5,637.5,599.1,620.0,ES incompleto,PG incompleto,5,Até R$3960,Um,Nenhum,Quatro ou mais,Dois,True,18.0
Masculino,Parda,Estadual,553.9,553.9,578.9,570.9,600.0,EM incompleto,ES incompleto,5,Até R$3300,Um,Nenhum,Quatro ou mais,Um,True,18.0
Feminino,Parda,Estadual,492.5,463.0,362.2,556.1,680.0,EF-1 incompleto,EF-2 incompleto,3,Até R$1320,Um,Nenhum,Três,Nenhum,True,18.0
Feminino,Branca,Privada,714.1,694.3,958.6,668.2,880.0,PG completo,PG incompleto,4,Até R$19800,Dois,Nenhum,Quatro ou mais,Quatro ou mais,True,17.0
Feminino,Branca,Privada,583.1,552.7,671.1,574.1,840.0,EF-1 incompleto,ES incompleto,3,Até R$5280,Dois,Nenhum,Três,Um,True,17.0
Feminino,Parda,Estadual,552.5,508.8,421.0,533.1,660.0,ES incompleto,ES incompleto,6,Até R$1980,Nenhum,Nenhum,Um,Nenhum,True,18.0
Masculino,Parda,Privada,604.2,600.1,660.3,581.0,560.0,PG incompleto,PG incompleto,4,Até R$11880,Dois,Nenhum,Três,Um,True,16.0
Masculino,Branca,Privada,639.5,531.7,623.2,590.4,740.0,EM incompleto,PG completo,4,Até R$19800,Dois,Nenhum,Quatro ou mais,Quatro ou mais,True,17.0
Feminino,Branca,Estadual,541.1,534.7,493.6,365.3,620.0,ES incompleto,PG incompleto,2,Até R$1980,Nenhum,Nenhum,Um,Um,True,18.0
Masculino,Branca,Privada,552.0,556.9,710.1,491.9,680.0,PG incompleto,PG incompleto,3,Até R$19800,Um,Nenhum,Três,Três,True,17.0
Feminino,Branca,Estadual,570.8,493.0,564.3,577.6,720.0,EM incompleto,ES incompleto,2,Até R$3960,Um,Nenhum,Um,Nenhum,False,18.0
Masculino,Parda,Privada,594.5,573.2,608.3,595.2,480.0,ES incompleto,ES incompleto,4,Até R$7920,Um,Um,Quatro ou mais,Três,True,18.0
Masculino,Preta,Estadual,595.0,567.7,649.3,566.5,740.0,PG incompleto,PG completo,4,Até R$3960,Um,Nenhum,Três,Um,True,17.0
Masculino,Parda,Privada,518.5,577.5,686.7,551.3,520.0,PG incompleto,PG incompleto,4,Até R$11880,Um,Nenhum,Três,Nenhum,True,17.0
Feminino,Branca,Privada,590.3,446.9,649.3,547.3,720.0,PG completo,PG completo,4,Mais de R$26.400,Quatro ou mais,Nenhum,Quatro ou mais,Quatro ou mais,True,17.0
Feminino,Branca,Estadual,489.4,433.9,543.4,557.2,660.0,EM incompleto,EM incompleto,4,Até R$2640,Nenhum,Um,Três,Um,True,18.0
Masculino,Parda,Privada,608.2,627.2,588.4,434.6,580.0,ES incompleto,ES incompleto,2,Até R$2640,Nenhum,Nenhum,Dois,Nenhum,True,17.0
Feminino,Branca,Privada,590.9,577.9,669.5,593.0,920.0,Nunca estudou,ES incompleto,4,Até R$3300,Um,Nenhum,Três,Nenhum,True,18.0
Feminino,Parda,Estadual,558.6,526.0,609.1,537.5,560.0,ES incompleto,ES incompleto,4,Até R$1980,Nenhum,Nenhum,Um,Nenhum,True,18.0
Feminino,Branca,Estadual,613.9,562.1,608.8,602.2,620.0,EF-2 incompleto,PG incompleto,5,Até R$3960,Nenhum,Nenhum,Quatro ou mais,Dois,True,18.0
Feminino,Branca,Estadual,579.6,563.2,594.5,591.9,960.0,ES incompleto,ES incompleto,4,Até R$3300,Nenhum,Nenhum,Quatro ou mais,Um,True,18.0
Masculino,Parda,Privada,527.1,459.6,509.8,477.1,660.0,EM incompleto,ES incompleto,2,Até R$5280,Nenhum,Nenhum,Três,Um,True,18.0
Feminino,Branca,Privada,560.7,385.0,475.1,549.3,740.0,PG completo,PG incompleto,3,Até R$11880,Um,Nenhum,Três,Um,True,18.0
Feminino,Branca,Privada,621.5,517.6,639.1,621.3,660.0,PG completo,PG completo,5,Mais de R$26.400,Um,Nenhum,Quatro ou mais,Quatro ou mais,True,17.0
Feminino,Branca,Estadual,442.9,396.1,515.3,557.1,740.0,EF-1 incompleto,EM incompleto,5,Até R$1980,Nenhum,Nenhum,Dois,Nenhum,True,18.0
Masculino,Preta,Estadual,654.1,595.7,650.3,575.3,880.0,EF-1 incompleto,ES incompleto,5,Até R$1980,Um,Nenhum,Quatro ou mais,Um,True,18.0
Feminino,Parda,Privada,487.5,555.4,400.1,642.7,680.0,ES incompleto,ES incompleto,3,Até R$5280,Um,Nenhum,Três,Um,True,18.0
Masculino,Branca,Estadual,518.7,530.5,508.6,550.7,0.0,ES incompleto,ES incompleto,6,Até R$5280,Um,Nenhum,Quatro ou mais,Um,True,18.0
Masculino,Branca,Privada,585.5,517.5,606.0,491.9,720.0,ES incompleto,ES incompleto,3,Até R$2640,Nenhum,Um,Três,Dois,True,17.0
Feminino,Branca,Privada,653.2,645.9,827.5,660.1,800.0,PG completo,PG completo,4,Mais de R$26.400,Dois,Nenhum,Quatro ou mais,Quatro ou mais,True,18.0
Feminino,Branca,Privada,512.1,366.5,445.8,505.7,720.0,EM incompleto,ES incompleto,3,Até R$2640,Um,Nenhum,Três,Nenhum,True,18.0
Masculino,Parda,Estadual,439.1,427.0,367.0,482.8,540.0,EM incompleto,PG incompleto,4,Até R$1980,Nenhum,Nenhum,Dois,Um,True,18.0
Masculino,Parda,Estadual,575.5,518.7,573.0,570.2,580.0,ES incompleto,PG incompleto,4,Até R$13200,Nenhum,Nenhum,Três,Nenhum,True,17.0
Masculino,Parda,Estadual,570.5,489.7,692.5,579.6,560.0,ES incompleto,ES incompleto,3,Até R$6600,Dois,Nenhum,Quatro ou mais,Um,True,17.0
Masculino,Branca,Privada,663.5,706.7,787.5,577.4,740.0,PG completo,PG incompleto,4,Mais de R$26.400,Dois,Um,Quatro ou mais,Quatro ou mais,True,17.0
Masculino,Branca,Privada,576.5,605.8,643.7,563.2,640.0,PG completo,PG completo,4,Mais de R$26.400,Um,Nenhum,Três,Dois,True,17.0
Masculino,Preta,Estadual,618.6,592.9,664.8,475.7,760.0,ES incompleto,ES incompleto,4,Até R$3300,Nenhum,Nenhum,Um,Dois,True,18.0
Masculino,Preta,Estadual,518.0,541.4,474.5,542.1,440.0,ES incompleto,ES incompleto,3,Até R$10560,Nenhum,Um,Três,Nenhum,True,17.0
Masculino,Parda,Estadual,433.7,457.9,432.5,536.6,300.0,ES incompleto,ES incompleto,4,Até R$1980,Nenhum,Um,Quatro ou mais,Um,True,18.0
Feminino,Branca,Estadual,595.8,481.4,517.8,552.2,600.0,PG incompleto,PG incompleto,4,Até R$5280,Um,Nenhum,Três,Um,True,18.0
Feminino,Branca,Privada,586.4,568.8,666.5,599.3,800.0,EM incompleto,PG incompleto,3,Até R$5280,Um,Nenhum,Três,Nenhum,True,17.0
Feminino,Preta,Privada,651.4,646.4,718.2,664.6,940.0,Nunca estudou,PG incompleto,4,Até R$1980,Nenhum,Nenhum,Nenhum,Nenhum,True,18.0
Feminino,Branca,Estadual,507.5,432.3,337.3,476.7,460.0,Nunca estudou,EF-2 incompleto,3,Até R$2640,Nenhum,Nenhum,Três,Um,True,18.0
Masculino,Parda,Privada,458.6,427.1,616.3,561.4,800.0,EM incompleto,EF-2 incompleto,5,Até R$5280,Um,Nenhum,Quatro ou mais,Um,True,18.0
Masculino,Parda,Privada,693.1,556.9,706.0,582.1,820.0,PG completo,PG incompleto,5,Mais de R$26.400,Dois,Nenhum,Quatro ou mais,Quatro ou mais,True,18.0
Masculino,Parda,Privada,553.2,555.2,613.3,516.0,620.0,EM incompleto,ES incompleto,3,Até R$3960,Um,Nenhum,Três,Nenhum,True,18.0
Feminino,Branca,Privada,535.1,465.8,424.1,512.4,800.0,PG incompleto,ES incompleto,4,Até R$6600,Dois,Nenhum,Quatro ou mais,Três,True,18.0
Feminino,Parda,Estadual,548.8,438.5,385.2,567.3,620.0,EF-1 incompleto,EF-2 incompleto,5,Até R$1320,Nenhum,Nenhum,Um,Nenhum,True,18.0
Masculino,Parda,Estadual,447.2,518.6,364.2,523.1,600.0,EF-1 incompleto,ES incompleto,4,Até R$3960,Nenhum,Nenhum,Quatro ou mais,Um,True,18.0
Feminino,Amarela,Estadual,387.9,415.0,349.6,442.6,540.0,EM incompleto,ES incompleto,5,Até R$2640,Nenhum,Nenhum,Três,Nenhum,True,18.0
Feminino,Parda,Estadual,484.3,442.6,544.8,539.2,940.0,EM incompleto,ES incompleto,2,Até R$1320,Nenhum,Nenhum,Dois,Nenhum,True,17.0
Masculino,Parda,Estadual,560.5,466.6,642.2,565.6,660.0,ES incompleto,EM incompleto,4,Até R$2640,Nenhum,Um,Quatro ou mais,Um,True,17.0
Masculino,Branca,Privada,597.0,610.1,731.3,618.5,820.0,PG incompleto,PG incompleto,4,Mais de R$26.400,Um,Nenhum,Quatro ou mais,Dois,True,17.0
Feminino,Branca,Privada,589.9,508.6,562.5,567.8,760.0,EF-1 incompleto,ES incompleto,4,Até R$26400,Dois,Nenhum,Três,Um,True,17.0
Feminino,Branca,Estadual,520.6,418.0,349.2,524.6,520.0,EM incompleto,EM incompleto,4,Até R$1980,Dois,Um,Três,Um,True,17.0
Feminino,Preta,Estadual,494.6,432.2,453.8,508.3,560.0,EM incompleto,EM incompleto,6,Até R$3960,Um,Nenhum,Quatro ou mais,Dois,True,18.0
Feminino,Branca,Privada,626.2,619.8,671.7,603.5,900.0,PG completo,PG completo,2,Até R$15840,Um,Nenhum,Três,Dois,True,17.0
Feminino,Amarela,Privada,632.5,671.3,809.1,541.7,940.0,PG completo,PG completo,5,Mais de R$26.400,Um,Nenhum,Quatro ou mais,Quatro ou mais,True,17.0
Feminino,Branca,Estadual,534.8,418.5,493.4,546.7,480.0,EF-2 incompleto,ES incompleto,4,Até R$1980,Um,Nenhum,Três,Um,True,18.0
Masculino,Branca,Estadual,508.7,509.4,579.4,515.2,280.0,PG incompleto,PG incompleto,4,Até R$1320,Nenhum,Nenhum,Dois,Nenhum,True,18.0
Feminino,Branca,Privada,463.3,458.8,494.4,457.4,860.0,PG incompleto,PG incompleto,4,Até R$3960,Um,Nenhum,Dois,Um,True,17.0
Masculino,Parda,Estadual,602.8,540.3,669.5,594.1,720.0,ES incompleto,EM incompleto,3,Até R$5280,Nenhum,Nenhum,Três,Dois,True,18.0
Feminino,Parda,Estadual,626.6,477.4,610.9,649.8,820.0,ES incompleto,ES incompleto,5,Até R$1980,Nenhum,Nenhum,Um,Nenhum,False,17.0
Masculino,Branca,Privada,546.0,505.8,568.5,474.9,560.0,ES incompleto,EM incompleto,5,Até R$5280,Um,Nenhum,Quatro ou mais,Um,True,18.0
Masculino,Parda,Privada,605.6,391.0,692.6,566.6,840.0,ES incompleto,ES incompleto,4,Até R$3300,Um,Nenhum,Dois,Nenhum,True,18.0
Masculino,Parda,Estadual,568.8,605.9,560.5,542.2,560.0,EM incompleto,EF-2 incompleto,4,Até R$3960,Dois,Nenhum,Quatro ou mais,Dois,True,17.0
Feminino,Parda,Estadual,494.3,377.9,519.9,506.8,600.0,ES incompleto,ES incompleto,2,Nenhuma renda,Um,Nenhum,Dois,Nenhum,True,18.0
Masculino,Preta,Estadual,535.2,478.2,564.3,379.6,640.0,PG incompleto,PG completo,5,Até R$5280,Um,Nenhum,Três,Nenhum,True,18.0
Feminino,Branca,Privada,506.8,432.6,522.4,551.5,840.0,EM incompleto,ES incompleto,4,Até R$2640,Um,Nenhum,Nenhum,Um,True,17.0
Masculino,Parda,Estadual,621.7,551.6,625.6,594.9,580.0,EF-1 incompleto,ES incompleto,4,Até R$3300,Nenhum,Nenhum,Quatro ou mais,Dois,True,18.0
Masculino,Branca,Estadual,539.5,473.0,508.8,521.9,440.0,ES incompleto,ES incompleto,5,Até R$1980,Nenhum,Nenhum,Três,Um,True,18.0
Masculino,Parda,Estadual,443.6,365.5,553.9,392.9,540.0,EF-2 incompleto,EF-2 incompleto,4,Até R$3960,Nenhum,Um,Três,Nenhum,True,18.0
Masculino,Branca,Privada,604.7,691.5,776.0,555.3,840.0,ES incompleto,PG incompleto,3,Até R$6600,Dois,Nenhum,Três,Nenhum,True,17.0
Feminino,Branca,Estadual,477.4,575.4,567.3,418.8,520.0,ES incompleto,PG completo,1,Até R$1320,Nenhum,Nenhum,Um,Nenhum,True,18.0
Masculino,Preta,Estadual,557.5,510.9,498.2,551.5,520.0,EM incompleto,ES incompleto,4,Até R$2640,Um,Nenhum,Três,Nenhum,True,17.0
Masculino,Parda,Privada,561.2,559.3,612.7,575.0,880.0,ES incompleto,PG completo,4,Até R$15840,Dois,Nenhum,Três,Dois,True,17.0
Feminino,Branca,Estadual,623.2,516.7,562.3,600.8,920.0,EM incompleto,EF-2 incompleto,4,Até R$2640,Um,Um,Quatro ou mais,Um,True,18.0
Masculino,Branca,Privada,622.5,638.3,754.0,610.8,760.0,PG incompleto,PG incompleto,3,Mais de R$26.400,Um,Nenhum,Três,Três,True,17.0
Masculino,Parda,Privada,633.1,663.1,774.1,627.9,720.0,PG completo,PG completo,2,Até R$3960,Um,Nenhum,Dois,Um,True,17.0
Masculino,Preta,Estadual,548.9,518.9,652.4,641.3,740.0,ES incompleto,EM incompleto,3,Até R$3300,Um,Nenhum,Três,Um,True,18.0
Masculino,Branca,Estadual,573.6,560.8,617.1,574.3,800.0,ES incompleto,EM incompleto,2,Até R$3300,Nenhum,Nenhum,Três,Um,True,18.0
Masculino,Parda,Estadual,601.5,540.5,586.7,549.8,620.0,Nunca estudou,Nunca estudou,3,Até R$1980,Nenhum,Nenhum,Dois,Um,True,18.0
Masculino,Branca,Privada,428.8,450.8,416.6,489.5,0.0,ES incompleto,ES incompleto,3,Até R$7920,Nenhum,Nenhum,Três,Nenhum,True,18.0
Feminino,Parda,Estadual,491.3,479.8,488.6,553.5,500.0,ES incompleto,ES incompleto,2,Até R$1320,Nenhum,Nenhum,Um,Nenhum,False,17.0
Masculino,Branca,Privada,616.7,644.9,713.3,587.2,700.0,PG incompleto,EF-1 incompleto,3,Até R$6600,Um,Nenhum,Três,Três,True,18.0
Masculino,Parda,Estadual,460.6,500.6,486.3,511.2,600.0,EM incompleto,EM incompleto,3,Até R$2640,Um,Nenhum,Três,Um,True,18.0
Masculino,Branca,Estadual,549.5,475.8,470.0,563.4,680.0,EF-1 incompleto,EM incompleto,5,Até R$3300,Um,Nenhum,Três,Nenhum,True,18.0
Masculino,Branca,Estadual,580.6,521.0,671.0,553.1,720.0,ES incompleto,ES incompleto,3,Até R$3300,Um,Um,Três,Um,True,18.0
Masculino,Branca,Privada,602.1,625.8,686.0,655.8,660.0,PG incompleto,PG completo,3,Até R$13200,Nenhum,Nenhum,Quatro ou mais,Três,True,18.0
Masculino,Branca,Estadual,593.5,550.0,750.7,614.5,480.0,ES incompleto,EM incompleto,5,Até R$2640,Um,Um,Três,Um,True,18.0
Feminino,Parda,Estadual,554.1,469.5,464.6,529.7,660.0,EM incompleto,EM incompleto,3,Até R$1320,Nenhum,Nenhum,Três,Um,True,18.0
Masculino,Branca,Privada,665.8,540.2,694.8,503.6,580.0,PG completo,PG completo,4,Até R$13200,Um,Nenhum,Quatro ou mais,Dois,True,17.0
Feminino,Branca,Estadual,527.9,535.9,653.3,568.2,340.0,PG completo,ES incompleto,3,Até R$1980,Um,Um,Três,Um,True,17.0
Masculino,Branca,Privada,606.9,643.2,794.2,596.4,720.0,PG incompleto,PG incompleto,4,Até R$6600,Um,Nenhum,Quatro ou mais,Um,True,18.0
Masculino,Branca,Privada,627.2,671.7,773.5,596.2,820.0,PG completo,PG completo,2,Até R$5280,Um,Nenhum,Dois,Dois,True,17.0
Feminino,Branca,Estadual,635.6,585.1,639.7,630.4,760.0,PG incompleto,PG incompleto,4,Até R$6600,Um,Nenhum,Quatro ou mais,Dois,True,17.0
Feminino,Branca,Privada,606.0,596.0,614.7,486.6,920.0,EF-2 incompleto,EM incompleto,3,Até R$1320,Nenhum,Nenhum,Dois,Um,True,17.0
Masculino,Branca,Estadual,595.7,578.7,695.7,560.0,640.0,EM incompleto,EM incompleto,6,Mais de R$26.400,Três,Nenhum,Quatro ou mais,Dois,True,18.0
Feminino,Parda,Estadual,548.3,555.1,632.7,534.4,780.0,EF-2 incompleto,EM incompleto,3,Até R$2640,Nenhum,Nenhum,Dois,Nenhum,False,18.0
Feminino,Parda,Privada,486.6,480.8,544.5,525.1,840.0,EM incompleto,ES incompleto,3,Até R$2640,Um,Nenhum,Três,Um,True,18.0
Feminino,Parda,Privada,506.4,534.5,376.1,468.1,860.0,ES incompleto,PG completo,3,Até R$5280,Um,Nenhum,Três,Um,True,18.0
Feminino,Branca,Privada,709.6,582.9,598.1,647.6,940.0,EM incompleto,EF-1 incompleto,3,Até R$3960,Nenhum,Nenhum,Dois,Um,True,18.0
Feminino,Branca,Estadual,489.7,517.3,468.5,501.9,540.0,ES incompleto,PG incompleto,4,Até R$5280,Um,Nenhum,Nenhum,Um,True,17.0
Feminino,Branca,Privada,613.0,486.2,353.1,567.4,920.0,PG completo,ES incompleto,3,Até R$15840,Dois,Nenhum,Três,Um,True,17.0
Feminino,Branca,Privada,564.2,628.5,708.0,557.1,800.0,PG completo,PG incompleto,3,Até R$15840,Dois,Nenhum,Quatro ou mais,Três,True,18.0
Feminino,Branca,Estadual,582.9,522.3,607.0,558.2,860.0,EF-2 incompleto,ES incompleto,3,Até R$2640,Um,Nenhum,Três,Nenhum,True,19.0
Masculino,Branca,Privada,670.4,634.1,763.5,644.5,820.0,PG incompleto,ES incompleto,4,Até R$15840,Um,Nenhum,Quatro ou mais,Um,True,18.0
Feminino,Preta,Estadual,322.0,445.0,407.4,371.6,560.0,EM incompleto,EM incompleto,4,Até R$1320,Nenhum,Nenhum,Dois,Um,True,18.0
Feminino,Indigena,Estadual,453.5,400.7,444.0,511.8,300.0,EF-2 incompleto,ES incompleto,4,Até R$1980,Um,Nenhum,Quatro ou mais,Nenhum,True,17.0
Masculino,Branca,Estadual,574.3,529.4,524.0,584.0,320.0,PG incompleto,PG incompleto,9,Até R$3960,Um,Nenhum,Quatro ou mais,Um,True,17.0
Masculino,Branca,Privada,621.2,695.2,785.4,574.6,880.0,PG incompleto,PG completo,3,Até R$7920,Dois,Nenhum,Três,Um,True,18.0
Feminino,Branca,Privada,660.2,634.4,735.3,653.1,760.0,PG completo,PG incompleto,4,Até R$15840,Três,Nenhum,Quatro ou mais,Quatro ou mais,True,17.0
Masculino,Branca,Estadual,502.0,484.7,505.2,545.7,560.0,EF-1 incompleto,PG completo,4,Até R$1980,Nenhum,Nenhum,Um,Nenhum,True,17.0
Masculino,Parda,Estadual,484.4,330.2,413.1,453.2,0.0,EF-2 incompleto,ES incompleto,5,Até R$3300,Um,Nenhum,Quatro ou mais,Um,True,18.0
Feminino,Branca,Privada,605.6,625.9,564.8,571.6,720.0,PG incompleto,PG incompleto,3,Até R$10560,Dois,Um,Três,Um,True,18.0
Masculino,Branca,Privada,538.3,448.6,581.9,523.4,560.0,PG completo,PG completo,7,Até R$5280,Um,Nenhum,Um,Um,True,18.0
Feminino,Branca,Privada,615.9,580.1,741.7,548.8,680.0,PG incompleto,PG completo,5,Até R$15840,Um,Nenhum,Quatro ou mais,Quatro ou mais,True,17.0
Masculino,Branca,Privada,617.4,617.8,665.3,581.0,800.0,PG completo,PG incompleto,4,Até R$13200,Dois,Nenhum,Quatro ou mais,Quatro ou mais,True,17.0
Masculino,Branca,Privada,486.4,457.4,434.2,434.3,780.0,PG incompleto,PG incompleto,3,Até R$6600,Um,Nenhum,Três,Dois,True,19.0
Masculino,Parda,Privada,381.0,614.6,647.4,490.3,600.0,EM incompleto,ES incompleto,5,Até R$11880,Dois,Nenhum,Quatro ou mais,Dois,True,17.0
Masculino,Branca,Privada,665.1,654.6,698.6,616.7,740.0,ES incompleto,PG incompleto,4,Até R$26400,Um,Nenhum,Quatro ou mais,Quatro ou mais,True,18.0
Masculino,Branca,Privada,607.7,591.2,721.9,582.3,900.0,PG incompleto,PG incompleto,5,Até R$11880,Dois,Nenhum,Quatro ou mais,Dois,True,17.0
Masculino,Branca,Estadual,508.7,536.1,592.6,521.6,320.0,PG incompleto,PG completo,4,Até R$7920,Um,Dois,Três,Um,True,18.0
Feminino,Branca,Privada,581.1,436.8,519.1,590.8,880.0,PG incompleto,PG completo,3,Até R$7920,Um,Nenhum,Três,Dois,True,18.0
Feminino,Branca,Estadual,403.0,523.5,579.9,478.6,840.0,ES incompleto,ES incompleto,4,Até R$3960,Um,Nenhum,Quatro ou mais,Um,True,18.0
Feminino,Parda,Privada,593.6,477.7,610.2,443.8,820.0,ES incompleto,ES incompleto,5,Até R$3300,Um,Nenhum,Quatro ou mais,Um,True,17.0
Feminino,Branca,Privada,578.5,539.5,640.1,579.7,720.0,ES incompleto,PG incompleto,2,Até R$10560,Nenhum,Nenhum,Dois,Um,True,18.0
Masculino,Branca,Estadual,588.0,584.4,744.1,588.1,720.0,ES incompleto,ES incompleto,5,Até R$1980,Um,Um,Quatro ou mais,Nenhum,True,17.0
Feminino,Branca,Estadual,476.7,504.7,373.7,481.3,880.0,EM incompleto,EF-2 incompleto,2,Nenhuma renda,Nenhum,Nenhum,Um,Nenhum,False,18.0
Masculino,Branca,Privada,449.1,541.7,672.5,485.0,640.0,EM incompleto,ES incompleto,5,Até R$1320,Nenhum,Nenhum,Um,Nenhum,True,18.0
Feminino,Branca,Estadual,614.1,591.5,459.8,643.1,860.0,ES incompleto,ES incompleto,3,Até R$2640,Um,Um,Três,Dois,True,18.0
Masculino,Branca,Privada,519.4,541.4,602.5,519.4,520.0,ES incompleto,PG incompleto,4,Até R$10560,Um,Um,Quatro ou mais,Dois,True,18.0
Feminino,Branca,Municipal,613.2,532.5,365.7,555.4,600.0,EM incompleto,EF-2 incompleto,3,Até R$6600,Um,Nenhum,Três,Um,True,17.0
Feminino,Parda,Privada,576.7,542.8,584.6,557.1,640.0,ES incompleto,PG completo,3,Até R$9240,Um,Nenhum,Três,Quatro ou mais,True,18.0
Masculino,Preta,Estadual,418.5,500.9,563.3,451.7,500.0,EM incompleto,ES incompleto,4,Até R$1980,Nenhum,Nenhum,Quatro ou mais,Um,True,18.0
Masculino,Preta,Privada,407.8,379.0,396.7,369.9,480.0,ES incompleto,EM incompleto,2,Até R$1320,Nenhum,Nenhum,Um,Nenhum,True,17.0
Feminino,Branca,Estadual,572.7,521.5,540.1,558.6,720.0,Nunca estudou,EM incompleto,2,Até R$1980,Nenhum,Nenhum,Um,Um,True,18.0
Feminino,Branca,Estadual,571.6,574.8,601.4,591.1,760.0,EM incompleto,ES incompleto,2,Até R$1980,Nenhum,Nenhum,Um,Nenhum,True,18.0
Feminino,Amarela,Estadual,607.0,608.8,773.4,606.1,820.0,ES incompleto,PG incompleto,2,Até R$5280,Um,Nenhum,Dois,Dois,True,17.0
Masculino,Branca,Privada,605.3,592.7,713.2,591.1,640.0,ES incompleto,ES incompleto,4,Até R$2640,Um,Nenhum,Nenhum,Um,True,17.0
Masculino,Parda,Estadual,598.2,595.2,862.2,613.3,440.0,PG incompleto,PG incompleto,4,Até R$26400,Dois,Nenhum,Quatro ou mais,Quatro ou mais,True,17.0
Masculino,Branca,Estadual,339.9,389.1,455.3,361.8,0.0,EM incompleto,ES incompleto,5,Até R$2640,Um,Nenhum,Nenhum,Nenhum,True,17.0
Masculino,Branca,Estadual,607.5,447.5,724.3,584.8,760.0,Nunca estudou,EF-1 incompleto,4,Até R$2640,Um,Nenhum,Três,Um,True,18.0
Masculino,Branca,Privada,626.7,600.7,572.7,584.8,620.0,PG completo,PG completo,5,Até R$26400,Dois,Nenhum,Quatro ou mais,Quatro ou mais,True,18.0
Masculino,Branca,Estadual,506.5,447.7,426.1,508.4,380.0,EF-1 incompleto,EF-1 incompleto,6,Até R$1320,Nenhum,Nenhum,Três,Um,True,18.0
Feminino,Branca,Estadual,547.6,456.9,404.6,526.0,640.0,ES incompleto,ES incompleto,5,Até R$5280,Um,Nenhum,Quatro ou mais,Dois,True,18.0
Masculino,Branca,Estadual,536.6,516.2,554.0,557.9,680.0,PG incompleto,EM incompleto,4,Até R$2640,Um,Nenhum,Três,Nenhum,True,17.0
Feminino,Branca,Estadual,588.6,575.0,555.3,578.5,680.0,EF-2 incompleto,ES incompleto,4,Até R$3300,Um,Nenhum,Um,Nenhum,True,18.0
